NAM, NUM, FIX, SYS, SAT, CLK, TIM, LAT, LON, HAC, MSL, GEO, VAC, SOG, COG, ROL, PIT, YAW, RAC, PAC, YAC, OBS, MAC
"neon", 93, 3, 0, 11, 1600355197.133722918, 1600355196.000000000, 39.7951368, -105.1563518, 0., 1709.000, 1687.500, 0., 20.458000, 269.910000000, 0.00000, 0.55181, 269.90923, 20.00000, 1.73721, 0.99102, 0, 0.
"neon", 94, 3, 0, 11, 1600355198.131040830, 1600355197.000000000, 39.7951370, -105.1564701, 0., 1708.800, 1687.300, 0., 18.782000, 270.440000000, 0.00000, 0.47857, 270.44157, 20.00000, 1.89552, 1.07851, 0, 0.
"neon", 95, 3, 0, 11, 1600355199.133183616, 1600355198.000000000, 39.7951378, -105.1565776, 0., 1708.700, 1687.200, 0., 16.745000, 270.340000000, 0.00000, 0.55693, 270.34257, 20.00000, 2.15963, 1.22760, 0, 0.
"neon", 96, 3, 0, 11, 1600355200.130747021, 1600355199.000000000, 39.7951311, -105.1566683, 0., 1708.800, 1687.300, 0., 13.683000, 257.480000000, 0.00000, 0.99857, 257.48377, 20.00000, 2.70957, 1.60512, 0, 0.
"neon", 97, 3, 0, 11, 1600355201.130768868, 1600355200.000000000, 39.7951071, -105.1567393, 0., 1708.900, 1687.400, 0., 12.808000, 233.510000000, 0.00000, 0.88542, 233.51438, 20.00000, 2.97434, 1.57172, 0, 0.
"neon", 98, 3, 0, 11, 1600355202.129971065, 1600355201.000000000, 39.7950631, -105.1567910, 0., 1709.000, 1687.500, 0., 13.566000, 211.990000000, 0.00000, 0.40794, 211.98797, 20.00000, 2.68092, 1.26508, 0, 0.
"neon", 99, 3, 0, 11, 1600355203.130630677, 1600355202.000000000, 39.7950031, -105.1568250, 0., 1709.000, 1687.500, 0., 14.958000, 196.620000000, 0.00000, 0.07862, 196.62252, 20.00000, 2.41916, 1.14412, 0, 0.
"neon", 100, 3, 0, 11, 1600355204.133733156, 1600355203.000000000, 39.7949333, -105.1568433, 0., 1708.900, 1687.400, 0., 15.941000, 186.300000000, 0.00000, 0.73257, 186.29694, 20.00000, 2.35991, 1.26539, 0, 0.
"neon", 101, 3, 0, 11, 1600355205.129890585, 1600355204.000000000, 39.7948581, -105.1568516, 0., 1708.600, 1687.100, 0., 16.396000, 183.120000000, 0.00000, -1.14541, 183.11794, 20.00000, 2.35339, 1.22186, 0, 0.
"neon", 102, 3, 0, 11, 1600355206.130594669, 1600355205.000000000, 39.7947796, -105.1568565, 0., 1708.600, 1687.100, 0., 17.188000, 181.180000000, 0.00000, -1.02178, 181.18300, 20.00000, 2.36274, 1.18579, 0, 0.
"neon", 103, 3, 0, 11, 1600355207.132080337, 1600355206.000000000, 39.7946996, -105.1568588, 0., 1708.600, 1687.100, 0., 17.404000, 180.940000000, 0.00000, 0.92420, 180.93812, 20.00000, 2.39324, 1.24833, 0, 0.
"neon", 104, 3, 0, 11, 1600355208.129814090, 1600355207.000000000, 39.7946190, -105.1568621, 0., 1708.200, 1686.700, 0., 17.531000, 182.780000000, 0.00000, -1.47080, 182.77660, 20.00000, 2.50906, 1.35471, 0, 0.
"neon", 105, 3, 0, 11, 1600355209.129784217, 1600355208.000000000, 39.7945385, -105.1568690, 0., 1707.800, 1686.300, 0., 17.406000, 185.130000000, 0.00000, -1.73272, 185.12897, 20.00000, 2.57940, 1.18531, 0, 0.
"neon", 106, 3, 0, 11, 1600355210.129742103, 1600355209.000000000, 39.7944585, -105.1568798, 0., 1707.600, 1686.100, 0., 17.496000, 186.960000000, 0.00000, -1.58203, 186.96393, 20.00000, 2.55398, 1.15792, 0, 0.
"neon", 107, 3, 0, 11, 1600355211.129746497, 1600355210.000000000, 39.7943773, -105.1568893, 0., 1707.200, 1685.700, 0., 17.718000, 183.350000000, 0.00000, -1.68975, 183.35166, 20.00000, 2.54578, 1.16608, 0, 0.
"neon", 108, 3, 0, 11, 1600355212.129720019, 1600355211.000000000, 39.7942933, -105.1568925, 0., 1706.700, 1685.200, 0., 18.316000, 180.310000000, 0.00000, -1.82760, 180.31204, 20.00000, 2.46916, 1.21929, 0, 0.
"neon", 109, 3, 0, 11, 1600355213.129691214, 1600355212.000000000, 39.7942066, -105.1568913, 0., 1706.000, 1684.500, 0., 18.688000, 179.170000000, 0.00000, -1.99993, 179.16913, 20.00000, 2.44863, 1.35706, 0, 0.
"neon", 110, 3, 0, 11, 1600355214.129623170, 1600355213.000000000, 39.7941190, -105.1568893, 0., 1705.400, 1683.900, 0., 19.051000, 179.220000000, 0.00000, -2.01006, 179.21824, 20.00000, 2.24061, 1.23324, 0, 0.
